Front,Back,Tags
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>No</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>No, not like that.</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>لا</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>lā</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>لا، مش هيك.</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>lā, mish hēk.</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>No, not like that.</div>
</div>",reverse-recall source::words-phrases
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>Can / possible</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>Can you help me?</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>ممكن</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>mumkin</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>ممكن تساعدني؟</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>mumkin tsā3idnī?</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>Can you help me?</div>
</div>",reverse-recall source::words-phrases
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>Of course / sure</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>Of course! Why not?</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>أكيد</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>akīd</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>أكيد! ليش لا؟</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>akīd! lēsh lā?</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>Of course! Why not?</div>
</div>",reverse-recall source::words-phrases
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>Maybe</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>Maybe tomorrow.</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>يمكن</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>yumkin</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>يمكن بكرا.</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>yumkin bukra.</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>Maybe tomorrow.</div>
</div>",reverse-recall source::words-phrases
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>Okay / well</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>Okay, what do you want?</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>طيب</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>ṭayyeb</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>طيب، شو بدك؟</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>ṭayyeb, shū biddak?</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>Okay, what do you want?</div>
</div>",reverse-recall source::words-phrases
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>Done / enough / okay</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>Okay, done.</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>خلص</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>khalaṣ</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>خلص، تمام.</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>khalaṣ, tamām.</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>Okay, done.</div>
</div>",reverse-recall source::words-phrases
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>What</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>What is this?</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>شو</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>shū</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>شو هاد؟</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>shū hād?</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>What is this?</div>
</div>",reverse-recall source::words-phrases
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>Where</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>Where is the bathroom?</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>وين</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>wēn</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>وين الحمام؟</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>wēn il-7ammām?</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>Where is the bathroom?</div>
</div>",reverse-recall source::words-phrases
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>Why</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>Why like that?</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>ليش</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>lēsh</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>ليش هيك؟</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>lēsh hēk?</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>Why like that?</div>
</div>",reverse-recall source::words-phrases
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>When</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>When do you want to come?</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>متى</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>ēmtā</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>إمتى بدك تجي؟</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>ēmtā biddak tījī?</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>When do you want to come?</div>
</div>",reverse-recall source::words-phrases
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>Who</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>Who is this?</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>مين</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>mīn</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>مين هاد؟</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>mīn hād?</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>Who is this?</div>
</div>",reverse-recall source::words-phrases
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>How much / how many</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>How much is the price?</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>قدّيش</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>2addeesh</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>قدّيش السعر؟</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>2addeesh is-si3r?</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>How much is the price?</div>
</div>",reverse-recall source::words-phrases
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>How</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>How do I get there?</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>كيف</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>kīf</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>كيف بدي أوصل؟</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>kīf biddī 2awṣal?</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>How do I get there?</div>
</div>",reverse-recall source::words-phrases
